"emp_no","last_name","first_name","dept_name"
12772,"Bressoud","Qiwen","Sales"
12780,"Puppo","Premal","Sales"
12783,"Ginneken","Mahendra","Sales"
12792,"Lally","Gio","Sales"
12800,"Hettesheimer","Tiina","Sales"
12802,"Shackell","Jinya","Sales"
12806,"Ramamoorthy","Mayuri","Sales"
12808,"Rebaine","Genta","Sales"
12820,"Lorin","Kazuhiro","Sales"
12828,"Camurati","Oksana","Sales"
12837,"Berstel","Jiakeng","Sales"
12847,"Ramamoorthy","Kwangho","Sales"
12860,"Babb","Zejun","Sales"
12865,"Rothe","Katsuyuki","Sales"
12873,"Lorie","Xiaoshan","Sales"
12875,"Validov","Giri","Sales"
12876,"Goodrum","Apostol","Sales"
12877,"Aseltine","Fay","Sales"
12883,"Lagarias","Van","Sales"
12884,"Zyda","Paddy","Sales"
12889,"Mukaidono","Mayumi","Sales"
12893,"Crouzet","Licheng","Sales"
12896,"Delgrande","Mircea","Sales"
12896,"Delgrande","Mircea","Sales"
12905,"Gecsei","Munehiro","Sales"
12906,"Khalid","Zdislav","Sales"
12912,"Yoshizawa","Zejun","Sales"
12918,"Dulin","Changho","Sales"
12920,"Legleitner","Tetsushi","Sales"
12922,"Porenta","Jacqueline","Sales"
12925,"Erez","Lijia","Sales"
12934,"Solares","Adil","Sales"
12946,"Antonakopoulos","Shim","Sales"
12954,"Walston","Dinkar","Sales"
12957,"Worfolk","Michaela","Sales"
12958,"Serdy","Kwangjo","Sales"
12965,"Shanbhogue","Mitsuyuki","Sales"
12967,"Stifter","Jolita","Sales"
12973,"Pulkowski","Hairong","Sales"
12977,"Markovitch","Byong","Sales"
12979,"Ladret","Aluzio","Sales"
12988,"Lanzelotte","Christoph","Sales"
12996,"Madeira","Khalil","Sales"
12999,"Koyama","Taizo","Sales"
13011,"Glowinski","Aamer","Sales"
13021,"Schaap","Yurii","Sales"
13031,"Kohling","Sasan","Sales"
13036,"Heystek","Idoia","Sales"
13037,"Schaad","Alagu","Sales"
13039,"Akazan","Alain","Sales"
13040,"Berendt","Danny","Sales"
13040,"Berendt","Danny","Sales"
13046,"Stafford","Vivian","Sales"
13059,"Auria","Yakichi","Sales"
13069,"Baer","Sanjai","Sales"
13076,"Skafidas","Deniz","Sales"
13078,"Suppi","Genki","Sales"
13084,"Pagter","Domenico","Sales"
13086,"Domenig","Dzung","Sales"
13096,"Armand","Ibibia","Sales"
13116,"Sury","Constantino","Sales"
13118,"Pavlopoulou","Jaana","Sales"
13120,"Pews","Kerryn","Sales"
13127,"Itzfeldt","Baocai","Sales"
13146,"Erie","Haldon","Sales"
13149,"Gill","Alejandro","Sales"
13150,"Stavenow","Mahmut","Sales"
13157,"Skogmar","Berna","Sales"
13161,"Picci","Manu","Sales"
13165,"Benner","Lucian","Sales"
13172,"Whittlesey","Mountaz","Sales"
13175,"Swick","Yucai","Sales"
13176,"Thiria","Pranas","Sales"
13179,"Janocha","Moty","Sales"
13181,"Sluis","Qiwen","Sales"
13182,"Rodite","Kokou","Sales"
13189,"Bazzichi","Yuuichi","Sales"
13190,"Kowalchuk","Stepehn","Sales"
13204,"Pellegrinelli","Mircea","Sales"
13208,"Vakili","Maren","Sales"
13213,"Billawala","Hein","Sales"
13215,"Pagter","Nadjib","Sales"
13216,"Weedman","Stabislas","Sales"
13226,"Solares","Saeko","Sales"
13231,"Sessa","Pohua","Sales"
13240,"Pileggi","King","Sales"
13242,"Ecklund","Kazuhiko","Sales"
13244,"Yoshizawa","Khosrow","Sales"
13246,"Siepmann","Adil","Sales"
13250,"Schusler","Zeydy","Sales"
13252,"Kavvadias","Morris","Sales"
13252,"Kavvadias","Morris","Sales"
13262,"Halevi","Arch","Sales"
13264,"Hofting","Oguz","Sales"
13268,"Yurov","Munehiro","Sales"
13271,"Schoegge","Sachar","Sales"
13295,"Coombs","Leszek","Sales"
13296,"Hemaspaandra","Pohua","Sales"
13307,"Minakawa","Utpal","Sales"
13309,"Lipner","Toshimori","Sales"
13311,"Trumbly","Remmert","Sales"
13332,"Pearson","Nidapan","Sales"
13338,"Gecsel","Tonny","Sales"
13348,"Wiegley","Leaf","Sales"
13352,"Rodiger","Constantino","Sales"
13370,"Macedo","Nidapan","Sales"
13375,"Suomi","Dhritiman","Sales"
13387,"Tzvieli","Froduald","Sales"
13390,"Hutton","Nathan","Sales"
13395,"Schapiro","Jouko","Sales"
13406,"Oberman","Muneo","Sales"
13407,"Chenoweth","Gio","Sales"
13408,"Lagarias","Sreekrishna","Sales"
13413,"Iivonen","Sanjit","Sales"
13416,"Billawala","Fox","Sales"
13417,"Condotta","Dipayan","Sales"
13420,"Ramaiah","Diederik","Sales"
13422,"Gerlach","Vishwani","Sales"
13426,"Paludetto","Weijing","Sales"
13430,"Jakobus","Irene","Sales"
13431,"Sidje","Danco","Sales"
13434,"Leivant","Subhankar","Sales"
13434,"Leivant","Subhankar","Sales"
13439,"Ullian","Domenick","Sales"
13450,"Hennebert","Nectarios","Sales"
13452,"Nations","Marke","Sales"
13469,"Undy","Yonghoan","Sales"
13478,"Bratsberg","Kristine","Sales"
13480,"Parascandalo","Patricio","Sales"
13482,"Perfilyeva","Vesna","Sales"
13492,"Michaeli","Ymte","Sales"
13494,"Baca","Domenico","Sales"
13499,"Sidou","Kazuhiko","Sales"
13501,"Peek","Caolyn","Sales"
13504,"Mandell","Parto","Sales"
13506,"Isard","Marjo","Sales"
13516,"Perna","Shir","Sales"
13518,"Gill","Girolamo","Sales"
13521,"Tasistro","Jaewoo","Sales"
13527,"Chaudhuri","Bikash","Sales"
13531,"Sluis","Shuichi","Sales"
13532,"Bednarek","Yannik","Sales"
13543,"Garigliano","Tua","Sales"
13545,"Validov","Guiseppe","Sales"
13546,"Brookner","Aimee","Sales"
13547,"Bisiani","Moon","Sales"
13554,"Birke","Divine","Sales"
13556,"Michaeli","Volkmar","Sales"
13558,"Molberg","Raimond","Sales"
13562,"Cooley","Mary","Sales"
13567,"Pietracaprina","Sudhanshu","Sales"
13580,"Irland","Haldun","Sales"
13591,"Poulakidas","Jinxi","Sales"
13602,"Bazelow","Kirk","Sales"
13605,"Encarnacion","Dmitry","Sales"
13607,"Rusmann","Khedija","Sales"
13608,"Ducloy","Charmane","Sales"
13608,"Ducloy","Charmane","Sales"
13610,"Verspoor","Fumiko","Sales"
13611,"Spell","Yefim","Sales"
13621,"Haddadi","Fei","Sales"
13625,"Thiran","Muzhong","Sales"
13635,"Lorys","Mani","Sales"
13653,"Iivonen","Kristen","Sales"
13659,"Panienski","Mario","Sales"
13663,"Poehlman","Ennio","Sales"
13664,"Provine","Snehasis","Sales"
13675,"Woycyznski","Fayez","Sales"
13679,"Kavanagh","Hilari","Sales"
13683,"Vakili","Zhilian","Sales"
13687,"Kaminger","Neelam","Sales"
13694,"Bodoff","Pragnesh","Sales"
13694,"Bodoff","Pragnesh","Sales"
13695,"Tsukuda","Sakthirel","Sales"
13704,"Kumaresan","Vishu","Sales"
13713,"Porenta","Nitsan","Sales"
13718,"Gronowski","Lein","Sales"
13722,"Hinsberger","Mingsen","Sales"
13723,"Schnelling","Magy","Sales"
13724,"Vrecion","Wuxu","Sales"
13726,"Aseltine","Nahum","Sales"
13740,"Taubman","Rafols","Sales"
13751,"Litzkow","Sasan","Sales"
13755,"Heusch","Poornachandra","Sales"
13758,"Sidou","Subhrajyoti","Sales"
13762,"Choobineh","Fumino","Sales"
13765,"Mitzlaff","Raimond","Sales"
13766,"Heemskerk","Tremaine","Sales"
13768,"Lovengreen","Sedat","Sales"
13772,"Klyachko","Khalil","Sales"
13773,"Waleschkowski","Yuuichi","Sales"
13779,"Ranta","Duri","Sales"
13788,"Furedi","Takahira","Sales"
13789,"Ranst","Ramalingam","Sales"
13790,"DiGiano","Hongzue","Sales"
13793,"Rosar","Mokhtar","Sales"
13804,"Nitto","Kristian","Sales"
13809,"Basagni","Kiyotoshi","Sales"
13811,"Azadmanesh","Kien","Sales"
13816,"Maksimenko","Miquel","Sales"
13839,"Weedon","Waiman","Sales"
